"原因","作物","藥劑","防治對象數","成分逐一判定","作物歸類","人工確認(是/否)","備註"
"通用列","大豆","阿巴汀","1","ABAMECTIN=通用列待確認(標準有通用列:其他小葉菜類(芹菜除外)、其他包葉菜類(十字花科包葉菜類、結球萵苣除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+乾豆類","",""
"近似作物名","大豆","剋草同","1","CLETHODIM=近似作物名待確認(標準有近似名:大豆原油、精製大豆油)","MRL 同名+乾豆類","",""
"通用列","大豆","氟尼胺","1","FLONICAMID=通用列待確認(標準有通用列:其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+乾豆類","",""
"通用列","大豆","派滅淨","1","PYMETROZINE=通用列待確認(標準有通用列:其他(蔬果類)*、其他(穀類)*)","MRL 同名+乾豆類","",""
"通用列","大豆","得殺草","1","TEPRALOXYDIM=通用列待確認(標準有通用列:其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+乾豆類","",""
"通用列","大豆","速殺氟","1","SULFOXAFLOR=通用列待確認(標準有通用列:其他十字花科包葉菜類(花椰菜除外)、其他根莖菜類(蒜頭、洋蔥、胡蘿蔔除外)、其他乾豆類(棉籽、油菜籽除外))","MRL 同名+乾豆類","",""
"通用列","大豆","祿芬隆","1","LUFENURON=通用列待確認(標準有通用列:其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+乾豆類","",""
"通用列","大豆","賓克隆","1","PENCYCURON=通用列待確認(標準有通用列:其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+乾豆類","",""
"通用列","小白菜","四氯異苯腈","1","CHLOROTHALONIL=通用列待確認(標準有通用列:其他小葉菜類(十字花科小葉菜類除外)、其他小漿果類(草莓、藍莓除外)、其他乾豆類(落花生除外)、其他根莖菜類(人參(鮮)除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","小白菜","鋅錳克絕","1","CYMOXANIL=通用列待確認(標準有通用列:其他小漿果類(草莓除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*) | MANCOZEB=查無對應(標準與免訂清單皆無此成分(法規狀態未定,已去函食藥署))","MRL 同名+小葉菜類","",""
"近似作物名","小米","剋安勃","1","CHLORANTRANILIPROLE=近似作物名待確認(標準有近似名:米)","MRL 同名+雜糧類","",""
"近似作物名","小葉菜類","四氯異苯腈","1","CHLOROTHALONIL=近似作物名待確認(標準有近似名:十字花科小葉菜類、其他小葉菜類(十字花科小葉菜類除外))","MRL 同名+小葉菜類","",""
"近似作物名","小葉菜類","克凡派","1","CHLORFENAPYR=近似作物名待確認(標準有近似名:其他小葉菜類(韭菜、茼蒿、菠菜、葉用豌豆除外))","MRL 同名+小葉菜類","",""
"近似作物名","小葉菜類","克福隆","1","CHLORFLUAZURON=近似作物名待確認(標準有近似名:其他小葉菜類(菠菜除外))","MRL 同名+小葉菜類","",""
"近似作物名","小葉菜類","亞托敏","1","AZOXYSTROBIN=近似作物名待確認(標準有近似名:其他小葉菜類(半結球萵苣、不結球萵苣、芹菜、青蔥、蒜及茼蒿除外))","MRL 同名+小葉菜類","",""
"近似作物名","小葉菜類","阿巴汀","3","ABAMECTIN=近似作物名待確認(標準有近似名:其他小葉菜類(芹菜除外))","MRL 同名+小葉菜類","",""
"近似作物名","小葉菜類","益達胺","2","IMIDACLOPRID=近似作物名待確認(標準有近似名:其他小葉菜類(半結球萵苣、不結球萵苣、蒜、蕗蕎及芹菜除外))","MRL 同名+小葉菜類","",""
"近似作物名","小葉菜類","得芬諾","1","TEBUFENOZIDE=近似作物名待確認(標準有近似名:其他小葉菜類(茼蒿除外))","MRL 同名+小葉菜類","",""
"近似作物名","小葉菜類","福賽得","1","FOSETYL-AL=近似作物名待確認(標準有近似名:其他小葉菜類(不結球萵苣、半結球萵苣、羽衣甘藍及蕹菜除外))","MRL 同名+小葉菜類","",""
"近似作物名","小葉菜類","賽洛寧","1","LAMBDA-CYHALOTHRIN=近似作物名待確認(經對照總表(中文通用名→Cyhalothrin);標準有近似名:其他小葉菜類(蒜除外))","MRL 同名+小葉菜類","",""
"近似作物名","小葉菜類","賽滅淨","1","CYROMAZINE=近似作物名待確認(標準有近似名:其他小葉菜類(?結球萵苣、半結球萵苣、芹菜、青蔥、菠菜、茼蒿除外))","MRL 同名+小葉菜類","",""
"通用列","山藥","四氯異苯腈","1","CHLOROTHALONIL=通用列待確認(標準有通用列:其他小葉菜類(十字花科小葉菜類除外)、其他小漿果類(草莓、藍莓除外)、其他乾豆類(落花生除外)、其他根莖菜類(人參(鮮)除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"通用列","山藥","百滅寧","1","PERMETHRIN=通用列待確認(標準有通用列:其他包葉菜類(甘藍及結球萵苣除外)、其他根莖菜類(蘆筍除外)、其他乾豆類(棉籽、葵花籽除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"通用列","山藥","芬化利","3","FENVALERATE=通用列待確認(標準有通用列:其他小漿果類(楊桃除外)、其他根莖菜類(胡蘿蔔除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"通用列","山藥","剋安勃","2","CHLORANTRANILIPROLE=通用列待確認(標準有通用列:其他十字花科包葉菜類(甘藍、青花菜除外)、其他小葉菜類(十字花科小葉菜類、不結球萵苣、半結球萵苣、芹菜、菠菜、葉用豌豆、白鳳菜、芳香萬壽菊、青蔥、枸杞葉、紅鳳菜、韭菜、韭菜花、韭黃、香椿、茼蒿、蒜、龍鬚菜、闊包菊除外)、其他小漿果類(草莓、黑莓、蔓越莓、藍莓、覆盆子、葡萄除外)、其他瓜果類(洋香瓜、香瓜除外)、其他瓜菜類(胡瓜除外)、其他果菜類(甜椒、番茄、辣椒除外)、其他根莖菜類(胡蘿蔔、豆薯、狗尾草根、闊葉大豆根、蘿蔔除外)、其他堅果類(杏仁、美洲胡桃除外)、其他梨果類(李、杏、油桃、桃、梅、梨、蘋果、櫻桃除外)、其他麥類(大麥、小麥除外)、其他雜糧類(高粱除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"通用列","山藥","第滅寧","1","DELTAMETHRIN=通用列待確認(標準有通用列:其他根莖菜類(牛蒡、竹筍、洋蔥、胡蘿蔔、黑皮波羅門參、蘿蔔除外)、其他雜糧類(高粱除外)、其他果菜類(金針除外)、其他核果類(橄欖除外)、其他梨果類(桃除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"通用列","山藥","腐絕","2","THIABENDAZOLE=通用列待確認(標準有通用列:其他根莖菜類(馬鈴薯除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"通用列","山藥","賽滅寧","2","CYPERMETHRIN=通用列待確認(標準有通用列:其他包葉菜類(結球萵苣、甘藍、青花菜除外)、其他根莖菜類(豆薯、狗尾草根、洋蔥、甜菜根、闊葉大豆根、蘆筍除外)、其他麥類(大麥、小麥、黑麥、燕麥除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"通用列","山蘇","四氯異苯腈","1","CHLOROTHALONIL=通用列待確認(標準有通用列:其他小葉菜類(十字花科小葉菜類除外)、其他小漿果類(草莓、藍莓除外)、其他乾豆類(落花生除外)、其他根莖菜類(人參(鮮)除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","山蘇","克凡派","2","CHLORFENAPYR=通用列待確認(標準有通用列:其他瓜果類(洋香瓜除外)、其他小葉菜類(韭菜、茼蒿、菠菜、葉用豌豆除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","山蘇","剋安勃","1","CHLORANTRANILIPROLE=通用列待確認(標準有通用列:其他十字花科包葉菜類(甘藍、青花菜除外)、其他小葉菜類(十字花科小葉菜類、不結球萵苣、半結球萵苣、芹菜、菠菜、葉用豌豆、白鳳菜、芳香萬壽菊、青蔥、枸杞葉、紅鳳菜、韭菜、韭菜花、韭黃、香椿、茼蒿、蒜、龍鬚菜、闊包菊除外)、其他小漿果類(草莓、黑莓、蔓越莓、藍莓、覆盆子、葡萄除外)、其他瓜果類(洋香瓜、香瓜除外)、其他瓜菜類(胡瓜除外)、其他果菜類(甜椒、番茄、辣椒除外)、其他根莖菜類(胡蘿蔔、豆薯、狗尾草根、闊葉大豆根、蘿蔔除外)、其他堅果類(杏仁、美洲胡桃除外)、其他梨果類(李、杏、油桃、桃、梅、梨、蘋果、櫻桃除外)、其他麥類(大麥、小麥除外)、其他雜糧類(高粱除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","山蘇","硫敵克","1","THIODICARB=通用列待確認(標準有通用列:其他小葉菜類(芹菜除外)、其他包葉菜類(甘藍、青花菜及結球萵苣除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","山蘇","毆殺滅","1","OXAMYL=通用列待確認(標準有通用列:其他小葉菜類(芹菜除外)、其他柑桔類(柳橙除外)、其他果菜類(番茄除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","三氟派瑞","1","FLUOPYRAM=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣) | TRIFLOXYSTROBIN=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","三氟得克利","1","TRIFLOXYSTROBIN=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣) | TEBUCONAZOLE=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","白列克敏","1","PYRACLOSTROBIN=近似作物名待確認(標準有近似名:結球萵苣、不結球萵苣、半結球萵苣) | BOSCALID=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","白克列","1","BOSCALID=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","快得依普同","1","OXINE-COPPER=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣) | IPRODIONE=有容許量(小葉菜類 7ppm)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","亞托敏","1","AZOXYSTROBIN=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","亞滅培","3","ACETAMIPRID=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","待克利","1","DIFENOCONAZOLE=近似作物名待確認(標準有近似名:半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","氟比賽得","1","FOSETYL-ALUMINIUM=查無對應(標準與免訂清單皆無此成分(法規狀態未定,已去函食藥署)) | FLUOPICOLIDE=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","氟速芬","1","FLUENSULFONE=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","特安勃","1","TETRANILIPROLE=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","曼普歐西比","1","OXATHIAPIPROLIN=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣) | MANDIPROPAMID=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","殺紋依得利","1","ETRIDIAZOLE=有容許量(小葉菜類 0.5ppm) | HYMEXAZOL=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","普拔克","1","PROPAMOCARB HYDROCHLORIDE=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","達滅芬","1","DIMETHOMORPH=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","達滅脫定","1","AMETOCTRADIN=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣) | DIMETHOMORPH=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","福賽得","1","FOSETYL-AL=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"近似作物名","不結球萵苣與半結球萵苣","賽座滅","1","CYAZOFAMID=近似作物名待確認(標準有近似名:不結球萵苣、半結球萵苣、結球萵苣)","小葉菜類","",""
"通用列","天竺葵","賜諾殺","1","SPINOSAD=通用列待確認(標準有通用列:其他小葉菜類(不結球萵苣、半結球萵苣、芹菜、青蔥及紫蘇除外)、其他梨果類(蘋果除外))","MRL 同名+香辛植物及其他草木本植物","",""
"通用列","太平洋榅桲","亞賜圃","1","ISOPROTHIOLANE=通用列待確認(標準有通用列:其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","梨果類","",""
"通用列","木瓜","芬普寧","1","FENPROPATHRIN=通用列待確認(標準有通用列:其他大漿果類(番荔枝除外)、其他莓(草莓除外)、其他柑桔類(柳橙、葡萄柚、檸檬除外)、其他梨果類﹙李、油桃、桃、蘋果及櫻桃除外﹚、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+大漿果類","",""
"通用列","木瓜","馬拉松","1","MALATHION=通用列待確認(標準有通用列:其他大漿果類(番荔枝、黃金果及榴槤蜜除外)、其他果菜類(金針除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+大漿果類","",""
"通用列","水稻","賽座滅","1","CYAZOFAMID=通用列待確認(標準有通用列:其他瓜菜類(小黃瓜、胡瓜除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","米類","",""
"通用列","牛蒡","百滅寧","1","PERMETHRIN=通用列待確認(標準有通用列:其他包葉菜類(甘藍及結球萵苣除外)、其他根莖菜類(蘆筍除外)、其他乾豆類(棉籽、葵花籽除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"通用列","牛蒡","芬化利","1","FENVALERATE=通用列待確認(標準有通用列:其他小漿果類(楊桃除外)、其他根莖菜類(胡蘿蔔除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"通用列","牛蒡","速殺氟","1","SULFOXAFLOR=通用列待確認(標準有通用列:其他十字花科包葉菜類(花椰菜除外)、其他根莖菜類(蒜頭、洋蔥、胡蘿蔔除外)、其他乾豆類(棉籽、油菜籽除外))","MRL 同名+根莖菜類","",""
"通用列","牛蒡","福多寧","1","FLUTOLANIL=通用列待確認(標準有通用列:其他根莖菜類(芋頭、胡蘿蔔除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"近似作物名","仙草","必芬蟎","1","BIFENAZATE=近似作物名待確認(標準有近似名:仙草(乾))","MRL 同名+香辛植物及其他草木本植物","",""
"通用列","仙草","亞托敏","1","AZOXYSTROBIN=通用列待確認(標準有通用列:其他小葉菜類(半結球萵苣、不結球萵苣、芹菜、青蔥、蒜及茼蒿除外)、其他小漿果類(藍莓、覆盆子除外)、其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、萊豆、菜豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)、其他果菜類(枸杞、茄子、甜椒、番茄、辣椒除外)、其他根莖菜類(芋頭、洋蔥、馬鈴薯、甜菜根、人參(鮮)、牛蒡、豆薯、百合鱗莖、紅蔥頭、黑皮波羅門參、蕎頭、薑、蘆筍除外)、其他草木本植物(火龍果花、菊花除外)、其他堅果類(杏仁、開心果除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+香辛植物及其他草木本植物","",""
